transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,transaction_date,store_id,store_location,inventory_level,reorder_point,reorder_quantity,supplier_id,supplier_lead_time,customer_age,customer_gender,customer_income,customer_loyalty_level,payment_method,promotion_applied,promotion_type,weather_conditions,holiday_indicator,weekday,stockout_indicator,forecasted_demand,actual_demand,operational_region,weather_zone,is_coastal,demand_gap,demand_ratio,demand_gap_pct,stockout_risk,days_of_inventory,critical_stockout,lead_time_buffer,can_survive_lead_time,demand_zscore,is_demand_shock,is_demand_crash,is_weather_shock,has_weather_impact,unmet_demand,revenue_at_risk,potential_revenue_at_risk,supply_gap,projected_stockout,week
11,1520,327,Tablet,Electronics,3,155.24,2024-04-03 11:37:00,12,"Los Angeles, CA",377,135,167,104,9,67,Male,101268.72,Platinum,Cash,False,,Stormy,False,Sunday,True,303,181,Coastal,Moderate,1,-122,0.5973597359735974,-40.26402640264026,False,2.0828729281767955,False,-6.917127071823204,False,-0.9871544183970237,False,False,False,True,0,0.0,0.0,-196,False,14
12,1488,319,Smartphone,Appliances,3,1076.79,2024-06-19 10:41:00,9,"Miami, FL",411,60,115,290,8,25,Female,52253.32,Silver,Debit Card,True,,Cloudy,True,Monday,True,270,185,Coastal,Hurricane Risk,1,-85,0.6851851851851852,-31.48148148148148,False,2.2216216216216216,False,-5.778378378378378,False,-0.9199054984581742,False,False,False,False,0,0.0,0.0,-226,False,25
13,2535,976,Headphones,Appliances,2,1165.56,2024-03-01 04:08:00,3,"New York, NY",346,144,297,300,3,49,Female,22027.62,Bronze,Digital Wallet,False,,Sunny,True,Thursday,False,141,127,Coastal,Winter Storm,1,-14,0.900709219858156,-9.929078014184398,False,2.7244094488188977,False,-0.2755905511811023,False,-1.3958505027209052,False,False,False,False,0,0.0,0.0,-219,False,9
14,4582,422,Washing Machine,Appliances,3,778.17,2024-06-24 17:34:00,13,"Miami, FL",118,94,188,410,5,30,Female,65337.53,Gold,Digital Wallet,False,,Rainy,True,Thursday,False,273,446,Coastal,Hurricane Risk,1,173,1.6336996336996337,63.369963369963365,False,0.2645739910313901,False,-4.73542600896861,False,1.221847020724116,False,False,True,True,0,0.0,0.0,328,True,26
15,4811,122,TV,Appliances,2,399.52,2024-07-11 11:58:00,9,"Los Angeles, CA",31,104,274,427,5,54,Male,81043.27,Bronze,Digital Wallet,False,,Stormy,False,Saturday,True,221,244,Coastal,Moderate,1,23,1.1040723981900453,10.407239819004525,True,0.12704918032786885,True,-4.872950819672131,False,-0.43575454584608553,False,False,False,True,213,85097.76,97482.87999999999,213,True,28
16,9279,890,Camera,Appliances,4,639.33,2024-05-02 19:28:00,17,"Dallas, TX",258,113,239,252,8,20,Male,55162.4,Silver,Debit Card,True,,Sunny,True,Friday,False,433,294,Inland,Moderate,0,-139,0.6789838337182448,-32.10161662817552,False,0.8775510204081632,False,-7.122448979591836,False,-0.025457128378213838,False,False,False,False,0,0.0,0.0,36,True,18
17,1434,941,Laptop,Appliances,3,457.92,2024-03-01 14:26:00,16,"Miami, FL",417,65,116,165,9,68,Female,84105.52,Silver,Debit Card,False,,Sunny,True,Friday,False,415,191,Coastal,Hurricane Risk,1,-224,0.4602409638554217,-53.975903614457835,False,2.183246073298429,False,-6.816753926701571,False,-0.8706698083620295,False,False,False,False,0,0.0,0.0,-226,False,9
18,4257,806,Laptop,Electronics,5,1201.92,2024-06-26 04:41:00,20,"New York, NY",191,58,184,153,4,43,Other,28754.82,Platinum,Debit Card,False,,Sunny,False,Tuesday,True,348,418,Coastal,Winter Storm,1,70,1.2011494252873562,20.114942528735632,False,0.4569377990430622,False,-3.5430622009569377,False,0.9633873198714918,False,False,False,False,227,272835.84,0.0,227,True,26
19,9928,942,TV,Electronics,4,649.8,2024-06-02 20:20:00,5,"Miami, FL",149,108,125,157,10,44,Male,65975.21,Bronze,Cash,False,,Sunny,False,Monday,True,172,477,Coastal,Hurricane Risk,1,305,2.7732558139534884,177.32558139534885,False,0.31236897274633124,False,-9.68763102725367,False,1.4489652209594346,False,False,False,False,328,213134.4,0.0,328,True,22
20,7873,382,TV,Appliances,3,1155.98,2024-07-21 20:20:00,3,"Miami, FL",144,106,254,478,1,38,Other,106725.94,Platinum,Digital Wallet,True,Percentage Discount,Rainy,False,Thursday,True,362,451,Coastal,Hurricane Risk,1,89,1.2458563535911602,24.585635359116022,False,0.31929046563192903,False,-0.6807095343680709,False,1.2628767624709032,False,False,False,True,307,354885.86,0.0,307,True,29
21,4611,666,Headphones,Electronics,4,160.4,2024-05-18 14:04:00,2,"Los Angeles, CA",44,90,294,360,8,21,Male,77489.83,Silver,Credit Card,False,BOGO,Sunny,False,Saturday,True,130,157,Coastal,Moderate,1,27,1.2076923076923076,20.76923076923077,True,0.2802547770700637,True,-7.719745222929936,False,-1.1846776323988986,False,False,False,False,113,18125.2,25182.8,113,True,20
22,8359,623,Smartphone,Electronics,4,781.98,2024-02-06 09:06:00,9,"Dallas, TX",270,76,157,346,2,65,Other,86773.84,Gold,Credit Card,False,,Rainy,True,Wednesday,True,315,507,Inland,Moderate,0,192,1.6095238095238096,60.952380952380956,False,0.5325443786982249,False,-1.467455621301775,False,1.6958692384617784,False,False,True,True,237,185329.26,0.0,237,True,6
23,5557,669,TV,Appliances,5,565.22,2024-03-03 11:00:00,13,"Chicago, IL",332,124,257,257,3,43,Female,90816.55,Bronze,Cash,False,,Sunny,False,Monday,False,434,364,Inland,Winter Storm,0,-70,0.8387096774193549,-16.129032258064516,False,0.9120879120879121,False,-2.087912087912088,False,0.5489592560768065,False,False,False,False,0,0.0,0.0,32,True,9
24,1106,684,Headphones,Electronics,5,1503.41,2024-01-30 09:19:00,14,"Chicago, IL",154,120,165,466,2,50,Female,57698.63,Gold,Debit Card,False,,Stormy,True,Tuesday,True,146,330,Inland,Winter Storm,0,184,2.26027397260274,126.02739726027397,False,0.4666666666666667,False,-1.5333333333333332,False,0.23913553519795028,False,False,True,True,176,264600.16000000003,0.0,176,True,5
25,3615,685,Smartphone,Electronics,4,466.9,2024-08-03 04:57:00,5,"Dallas, TX",127,148,139,400,3,51,Male,44320.68,Gold,Digital Wallet,True,Percentage Discount,Rainy,True,Friday,True,280,506,Inland,Moderate,0,226,1.8071428571428572,80.71428571428572,True,0.2509881422924901,False,-2.7490118577075098,False,1.6876391045450334,False,False,True,True,379,176955.1,236251.4,379,True,31
26,7924,258,Camera,Electronics,1,1376.02,2024-07-17 15:17:00,15,"Dallas, TX",214,142,226,434,6,58,Female,110254.19,Platinum,Digital Wallet,True,,Cloudy,False,Tuesday,False,392,369,Inland,Moderate,0,-23,0.9413265306122449,-5.86734693877551,False,0.5799457994579946,False,-5.420054200542006,False,0.5601107579509971,False,False,False,False,0,0.0,0.0,155,True,29
27,6574,196,TV,Appliances,4,673.75,2024-04-15 01:23:00,11,"Dallas, TX",334,150,243,110,8,64,Male,23520.55,Gold,Cash,True,,Cloudy,False,Wednesday,True,483,445,Inland,Moderate,0,-38,0.9213250517598344,-7.867494824016563,False,0.750561797752809,False,-7.249438202247191,False,1.2136410723747586,False,False,False,False,111,74786.25,0.0,111,True,16
28,5552,138,Smartphone,Appliances,2,1880.99,2024-07-27 03:42:00,1,"Miami, FL",411,106,244,113,10,50,Male,45558.46,Gold,Debit Card,True,,Stormy,False,Wednesday,False,495,153,Coastal,Hurricane Risk,1,-342,0.3090909090909091,-69.0909090909091,False,2.6862745098039214,False,-7.313725490196079,False,-1.182495845637612,False,False,False,True,0,0.0,0.0,-258,False,30
29,3547,571,TV,Electronics,3,1839.91,2024-07-15 17:29:00,4,"Miami, FL",442,71,123,243,9,41,Female,77669.59,Bronze,Debit Card,True,BOGO,Cloudy,True,Monday,True,154,128,Coastal,Hurricane Risk,1,-26,0.8311688311688312,-16.883116883116884,False,3.453125,False,-5.546875,False,-1.4233515159844976,False,False,False,False,0,0.0,0.0,-314,False,29
30,4527,464,Laptop,Electronics,2,1187.87,2024-02-06 06:57:00,12,"New York, NY",220,85,280,231,10,47,Female,111298.17,Bronze,Digital Wallet,True,,Stormy,False,Tuesday,True,297,306,Coastal,Winter Storm,1,9,1.0303030303030303,3.0303030303030303,False,0.7189542483660131,False,-9.281045751633988,False,0.04161232119607528,False,False,False,True,86,102156.81999999999,0.0,86,True,6
31,6514,259,Smartphone,Electronics,1,672.67,2024-07-31 10:27:00,6,"Chicago, IL",27,131,260,399,7,63,Male,116645.94,Platinum,Digital Wallet,False,,Rainy,False,Monday,True,386,156,Inland,Winter Storm,0,-230,0.40414507772020725,-59.58549222797927,True,0.17307692307692307,True,-6.826923076923077,False,-1.1929077663156433,False,False,False,True,129,86774.43,104936.51999999999,129,True,31
32,2674,241,Headphones,Electronics,2,947.46,2024-06-13 23:45:00,13,"Chicago, IL",340,90,118,135,10,45,Other,60397.59,Gold,Debit Card,True,,Rainy,False,Monday,False,316,255,Inland,Winter Storm,0,-61,0.8069620253164557,-19.303797468354432,False,1.3333333333333333,False,-8.666666666666666,False,-0.3781245085579091,False,False,False,True,0,0.0,0.0,-85,False,24
33,2519,371,Tablet,Appliances,3,1166.71,2024-05-02 07:21:00,19,"New York, NY",92,120,259,127,2,67,Male,71524.97,Silver,Cash,False,,Stormy,False,Thursday,False,312,415,Coastal,Winter Storm,1,103,1.330128205128205,33.01282051282051,True,0.2216867469879518,False,-1.7783132530120482,False,0.9674626218940356,False,False,False,True,0,0.0,484184.65,323,True,18
34,7224,475,Laptop,Electronics,3,1483.91,2024-05-08 09:01:00,15,"Los Angeles, CA",346,61,275,436,1,20,Female,53675.06,Gold,Cash,True,,Stormy,False,Sunday,False,158,398,Coastal,Moderate,1,240,2.518987341772152,151.8987341772152,False,0.8693467336683417,False,-0.1306532663316583,False,0.7987846415365961,False,False,True,True,0,0.0,0.0,52,True,19
35,2584,696,Smartphone,Electronics,3,1529.02,2024-02-14 07:00:00,9,"New York, NY",8,141,141,498,3,29,Other,46591.75,Bronze,Debit Card,False,Percentage Discount,Cloudy,False,Friday,False,451,367,Coastal,Winter Storm,1,-84,0.8137472283813747,-18.625277161862527,True,0.021798365122615803,True,-2.9782016348773843,False,0.5436504901175075,False,False,False,False,0,0.0,561150.34,359,True,7
36,6881,355,Fridge,Electronics,1,1868.19,2024-08-28 12:57:00,9,"New York, NY",322,125,211,470,5,47,Female,46110.47,Bronze,Credit Card,False,,Sunny,True,Sunday,True,165,421,Coastal,Winter Storm,1,256,2.5515151515151517,155.15151515151516,False,0.7648456057007126,False,-4.235154394299287,False,0.9880777216217262,False,False,False,False,99,184950.81,0.0,99,True,35
37,6635,338,Tablet,Electronics,5,1292.59,2024-04-21 07:24:00,6,"New York, NY",309,150,236,131,2,30,Male,84317.95,Bronze,Credit Card,True,Percentage Discount,Stormy,False,Saturday,True,373,208,Coastal,Winter Storm,1,-165,0.5576407506702413,-44.23592493297587,False,1.4855769230769231,False,-0.5144230769230769,False,-0.7649408026449143,False,False,False,True,0,0.0,0.0,-101,False,16
38,5333,362,Camera,Appliances,1,1086.46,2024-03-30 22:38:00,2,"New York, NY",470,120,252,324,10,25,Other,99864.97,Platinum,Cash,False,,Stormy,False,Thursday,False,279,423,Coastal,Winter Storm,1,144,1.5161290322580645,51.61290322580645,False,1.1111111111111112,False,-8.88888888888889,False,1.033110208688895,False,False,True,True,0,0.0,0.0,-47,False,13
39,1711,930,TV,Appliances,5,897.72,2024-01-28 23:03:00,8,"New York, NY",101,108,113,186,9,45,Male,102848.17,Gold,Digital Wallet,True,,Rainy,True,Tuesday,False,441,481,Coastal,Winter Storm,1,40,1.090702947845805,9.070294784580499,True,0.20997920997921,False,-8.79002079002079,False,1.5090552129516261,False,False,False,True,0,0.0,431803.32,380,True,4
40,8527,407,Headphones,Appliances,3,1500.01,2024-02-25 02:52:00,13,"Dallas, TX",44,135,105,457,3,19,Male,52485.34,Gold,Debit Card,False,BOGO,Stormy,False,Monday,True,290,505,Inland,Moderate,0,215,1.7413793103448276,74.13793103448276,True,0.08712871287128712,True,-2.912871287128713,False,1.7059979733362047,False,False,True,True,461,691504.61,757505.05,461,True,8
41,9785,194,Washing Machine,Electronics,5,635.67,2024-06-01 22:32:00,2,"Miami, FL",113,54,259,198,8,33,Other,35558.79,Bronze,Debit Card,False,Percentage Discount,Rainy,True,Monday,True,449,385,Coastal,Hurricane Risk,1,-64,0.8574610244988864,-14.253897550111358,False,0.2935064935064935,False,-7.706493506493507,False,0.6917929006189137,False,False,False,True,272,172902.24,0.0,272,True,22
42,3045,684,TV,Appliances,3,1451.08,2024-02-13 13:55:00,16,"New York, NY",241,114,228,452,3,40,Female,52420.13,Gold,Digital Wallet,False,,Sunny,True,Friday,False,472,142,Coastal,Winter Storm,1,-330,0.3008474576271186,-69.91525423728814,False,1.6971830985915493,False,-1.3028169014084507,False,-1.2727612774805437,False,False,False,False,0,0.0,0.0,-99,False,7
43,7201,509,Camera,Electronics,5,1182.44,2024-04-11 02:53:00,18,"Los Angeles, CA",466,135,209,136,5,21,Male,60290.79,Silver,Digital Wallet,False,,Stormy,True,Saturday,True,129,201,Coastal,Moderate,1,72,1.558139534883721,55.81395348837209,False,2.318407960199005,False,-2.681592039800995,False,-0.8225517400621278,False,False,True,True,0,0.0,0.0,-265,False,15
44,2291,682,Camera,Electronics,1,887.89,2024-06-27 11:57:00,11,"Los Angeles, CA",283,114,273,474,5,27,Male,40580.96,Gold,Debit Card,False,Percentage Discount,Rainy,True,Thursday,True,182,268,Coastal,Moderate,1,86,1.4725274725274726,47.25274725274725,False,1.0559701492537314,False,-3.9440298507462686,False,-0.2711327676402268,False,False,False,True,0,0.0,0.0,-15,False,26
45,5803,322,Smartphone,Electronics,3,807.27,2024-03-06 22:28:00,10,"Miami, FL",276,88,112,250,10,62,Female,106546.53,Platinum,Debit Card,True,Percentage Discount,Cloudy,True,Thursday,True,389,119,Coastal,Hurricane Risk,1,-270,0.3059125964010283,-69.40874035989717,False,2.319327731092437,False,-7.680672268907562,False,-1.4974227212352007,False,False,False,False,0,0.0,0.0,-157,False,10
46,6925,851,Fridge,Appliances,2,289.96,2024-04-26 20:53:00,18,"New York, NY",24,50,263,391,6,37,Male,67684.91,Bronze,Cash,False,,Cloudy,False,Saturday,True,248,348,Coastal,Winter Storm,1,100,1.403225806451613,40.32258064516129,True,0.06896551724137931,True,-5.931034482758621,False,0.4176640824870876,False,False,False,False,324,93947.04,100906.07999999999,324,True,17
47,4150,179,Tablet,Electronics,4,508.35,2024-08-06 05:40:00,7,"Los Angeles, CA",374,113,208,188,3,39,Female,44829.51,Gold,Cash,True,BOGO,Cloudy,True,Wednesday,True,119,214,Coastal,Moderate,1,95,1.7983193277310925,79.83193277310924,False,1.7476635514018692,False,-1.2523364485981308,False,-0.7155599991444455,False,False,False,False,0,0.0,0.0,-160,False,32
48,2139,840,Tablet,Electronics,5,1768.16,2024-09-06 23:19:00,7,"Los Angeles, CA",81,92,233,115,1,18,Male,113713.11,Bronze,Debit Card,False,BOGO,Cloudy,True,Wednesday,True,311,170,Coastal,Moderate,1,-141,0.5466237942122186,-45.337620578778136,True,0.4764705882352941,False,-0.5235294117647059,False,-1.0776858914812164,False,False,False,False,89,157366.24000000002,300587.2,89,True,36
49,1750,432,Smartphone,Electronics,2,1441.29,2024-06-21 16:04:00,1,"Dallas, TX",350,141,118,245,8,43,Female,24183.49,Silver,Credit Card,True,,Cloudy,True,Sunday,True,177,418,Inland,Moderate,0,241,2.361581920903955,136.1581920903955,False,0.8373205741626795,False,-7.162679425837321,False,0.9633873198714918,False,False,False,False,68,98007.72,0.0,68,True,25
50,4733,911,Smartphone,Appliances,3,1015.05,2024-07-23 05:50:00,19,"Dallas, TX",465,90,174,391,7,70,Other,92852.3,Platinum,Credit Card,True,,Stormy,True,Wednesday,False,484,192,Inland,Moderate,0,-292,0.39669421487603307,-60.33057851239669,False,2.421875,False,-4.578125,False,-0.8624638600126721,False,False,False,True,0,0.0,0.0,-273,False,30
51,5741,594,TV,Appliances,3,1273.04,2024-01-21 05:04:00,12,"Chicago, IL",34,147,178,407,10,30,Male,47241.6,Platinum,Cash,False,,Sunny,False,Monday,False,422,490,Inland,Winter Storm,0,68,1.161137440758294,16.113744075829384,True,0.06938775510204082,True,-9.93061224489796,False,1.5829087480958433,False,False,False,False,0,0.0,623789.6,456,True,3
52,2307,277,TV,Electronics,5,1141.15,2024-07-21 23:28:00,17,"Los Angeles, CA",16,75,120,206,10,26,Female,29909.45,Bronze,Digital Wallet,True,,Stormy,False,Wednesday,True,357,164,Coastal,Moderate,1,-193,0.45938375350140054,-54.061624649859944,True,0.0975609756097561,True,-9.902439024390244,False,-1.127066694981685,False,False,False,True,148,168890.2,187148.6,148,True,29
53,4814,599,Fridge,Appliances,4,822.18,2024-05-25 12:08:00,16,"Chicago, IL",297,138,209,108,2,65,Male,86761.58,Bronze,Credit Card,False,Percentage Discount,Sunny,True,Saturday,False,411,206,Inland,Winter Storm,0,-205,0.5012165450121655,-49.87834549878345,False,1.441747572815534,False,-0.558252427184466,False,-0.747580583121668,False,False,False,False,0,0.0,0.0,-91,False,21
54,2654,945,Camera,Appliances,4,1911.95,2024-04-03 17:35:00,5,"Miami, FL",123,120,263,465,6,47,Other,101221.71,Gold,Debit Card,True,,Stormy,False,Monday,False,451,435,Coastal,Hurricane Risk,1,-16,0.9645232815964523,-3.5476718403547673,False,0.2827586206896552,False,-5.7172413793103445,False,1.1315815888811842,False,False,False,True,0,0.0,0.0,312,True,14
55,7227,806,Camera,Electronics,3,779.8,2024-03-17 15:38:00,8,"Dallas, TX",476,50,209,312,3,68,Other,35157.7,Silver,Credit Card,False,BOGO,Sunny,True,Wednesday,False,369,258,Inland,Moderate,0,-111,0.6991869918699187,-30.081300813008134,False,1.8449612403100775,False,-1.1550387596899225,False,-0.3534341068076747,False,False,False,False,0,0.0,0.0,-218,False,11
56,5554,819,Fridge,Electronics,4,963.98,2024-05-21 08:02:00,18,"New York, NY",212,96,284,248,9,21,Other,48442.51,Silver,Debit Card,True,,Cloudy,False,Sunday,False,171,392,Coastal,Winter Storm,1,221,2.2923976608187133,129.23976608187135,False,0.5408163265306123,False,-8.459183673469388,False,0.7494038380361273,False,False,False,False,0,0.0,0.0,180,True,21
57,8428,690,TV,Appliances,2,1555.39,2024-05-20 22:46:00,7,"Los Angeles, CA",248,75,199,128,4,62,Male,85217.95,Platinum,Credit Card,False,,Cloudy,True,Saturday,False,497,130,Coastal,Moderate,1,-367,0.26156941649899396,-73.8430583501006,False,1.9076923076923078,False,-2.092307692307692,False,-1.3712326576728329,False,False,False,False,0,0.0,0.0,-118,False,21
58,6977,939,Laptop,Appliances,1,1942.61,2024-05-22 01:12:00,13,"Miami, FL",371,144,124,235,2,62,Male,56597.14,Silver,Debit Card,True,,Sunny,True,Sunday,True,235,463,Coastal,Hurricane Risk,1,228,1.9702127659574469,97.02127659574468,False,0.8012958963282938,False,-1.198704103671706,False,1.3613481426631924,False,False,False,False,92,178720.12,0.0,92,True,21
59,3664,197,TV,Electronics,2,1987.95,2024-07-13 12:07:00,18,"Miami, FL",499,100,126,143,2,61,Male,94487.48,Silver,Digital Wallet,False,,Stormy,False,Saturday,False,490,300,Coastal,Hurricane Risk,1,-190,0.6122448979591837,-38.775510204081634,False,1.6633333333333333,False,-0.33666666666666667,False,-0.007768482304393468,False,False,False,True,0,0.0,0.0,-199,False,28
60,7065,709,Headphones,Appliances,1,1403.43,2024-07-08 13:47:00,1,"New York, NY",370,93,222,166,10,40,Male,103118.84,Silver,Credit Card,True,,Sunny,True,Tuesday,False,117,415,Coastal,Winter Storm,1,298,3.547008547008547,254.70085470085468,False,0.891566265060241,False,-9.108433734939759,False,0.9674626218940356,False,False,False,False,0,0.0,0.0,45,True,28
61,6820,757,Smartphone,Electronics,4,1702.75,2024-02-23 07:27:00,14,"New York, NY",477,129,294,137,8,27,Female,118178.0,Bronze,Credit Card,False,BOGO,Rainy,False,Friday,False,237,287,Coastal,Winter Storm,1,50,1.2109704641350212,21.09704641350211,False,1.6620209059233448,False,-6.337979094076655,False,-0.11476022322207576,False,False,False,True,0,0.0,0.0,-190,False,8
62,4432,407,Camera,Electronics,3,1612.51,2024-05-23 12:54:00,2,"New York, NY",211,130,219,130,8,35,Female,110883.1,Silver,Debit Card,True,,Stormy,False,Thursday,True,177,427,Coastal,Winter Storm,1,250,2.4124293785310735,141.24293785310735,False,0.49414519906323184,False,-7.505854800936768,False,1.037458525122195,False,False,True,True,216,348302.16,0.0,216,True,21
63,5374,138,TV,Electronics,2,222.97,2024-07-18 23:38:00,3,"Miami, FL",255,111,275,334,9,23,Female,83341.85,Silver,Credit Card,True,BOGO,Sunny,False,Sunday,True,290,142,Coastal,Hurricane Risk,1,-148,0.4896551724137931,-51.03448275862069,False,1.795774647887324,False,-7.204225352112676,False,-1.3081296411500705,False,False,False,False,0,0.0,0.0,-113,False,29
64,2169,848,Laptop,Electronics,2,567.45,2024-08-09 23:16:00,9,"Chicago, IL",481,68,138,120,10,60,Female,100745.24,Bronze,Cash,False,,Sunny,True,Wednesday,True,464,118,Inland,Winter Storm,0,-346,0.2543103448275862,-74.56896551724138,False,4.076271186440678,False,-5.923728813559322,False,-1.5056528551519455,False,False,False,False,0,0.0,0.0,-363,False,32
65,3803,927,Headphones,Appliances,3,1718.3,2024-03-29 14:26:00,11,"New York, NY",234,105,255,443,6,45,Female,100375.5,Bronze,Debit Card,True,,Sunny,False,Monday,True,154,329,Coastal,Winter Storm,1,175,2.1363636363636362,113.63636363636364,False,0.7112462006079028,False,-5.288753799392097,False,0.26175106384929636,False,False,False,False,95,163238.5,0.0,95,True,13
66,9751,690,Smartphone,Appliances,5,1621.14,2024-05-13 18:13:00,15,"Chicago, IL",400,116,171,240,2,56,Female,79297.4,Platinum,Debit Card,False,,Stormy,False,Tuesday,False,256,236,Inland,Winter Storm,0,-20,0.921875,-7.8125,False,1.694915254237288,False,-0.30508474576271194,False,-0.501402132640945,False,False,False,True,0,0.0,0.0,-164,False,20
67,5010,490,Washing Machine,Electronics,1,245.51,2024-04-01 02:35:00,20,"Los Angeles, CA",237,77,141,450,7,70,Male,21194.58,Gold,Credit Card,False,Percentage Discount,Stormy,False,Saturday,False,410,286,Coastal,Moderate,1,-124,0.697560975609756,-30.24390243902439,False,0.8286713286713286,False,-6.171328671328672,False,-0.12299035713882055,False,False,False,True,0,0.0,0.0,49,True,14
68,3677,180,TV,Appliances,3,411.94,2024-06-22 22:55:00,5,"Chicago, IL",232,129,100,205,7,34,Male,20389.64,Bronze,Cash,True,,Rainy,False,Sunday,False,349,238,Inland,Winter Storm,0,-111,0.6819484240687679,-31.805157593123205,False,0.9747899159663865,False,-6.025210084033613,False,-0.4849902359422301,False,False,False,True,0,0.0,0.0,6,True,25
69,8573,898,Tablet,Electronics,2,99.79,2024-06-12 02:03:00,8,"Miami, FL",122,97,204,138,6,67,Other,28977.08,Bronze,Digital Wallet,False,,Sunny,False,Wednesday,False,235,475,Coastal,Hurricane Risk,1,240,2.021276595744681,102.12765957446808,False,0.25684210526315787,False,-5.743157894736842,False,1.432504953125945,False,False,False,False,0,0.0,0.0,353,True,24
