id,location,region,category,product,weather,inventory,reorder_point,actual_demand,forecast_demand,supply_gap,lead_time,is_stockout,is_critical,is_shock,recommendation,priority,score,ai_insight,financial_impact,revenue_at_risk
2705,"Miami, FL",Coastal,Electronics,Headphones,Rainy,2,92,397,467,395,5,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Rainy,546802.45,546802.45
1173,"Los Angeles, CA",Coastal,Electronics,Fridge,Stormy,17,129,321,269,304,3,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Stormy,546488.64,546488.64
4467,"Chicago, IL",Inland,Appliances,TV,Sunny,13,139,295,186,282,10,False,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Lead Time Gap,545875.86,0.0
625,"Dallas, TX",Inland,Electronics,Laptop,Sunny,0,117,300,220,300,10,False,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Lead Time Gap,542739.0,0.0
3002,"New York, NY",Coastal,Appliances,Headphones,Stormy,165,62,446,160,281,2,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,537541.76,537541.76
4962,"Los Angeles, CA",Coastal,Appliances,TV,Rainy,28,107,452,411,424,2,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Rainy,534998.96,534998.96
249,"New York, NY",Coastal,Electronics,Washing Machine,Rainy,42,132,468,453,426,2,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Rainy,532943.04,532943.04
4780,"Miami, FL",Coastal,Electronics,Laptop,Stormy,113,56,461,259,348,1,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,525274.68,525274.68
4141,"New York, NY",Coastal,Appliances,Smartphone,Stormy,201,84,467,492,266,8,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Stormy,523057.08,523057.08
4569,"New York, NY",Coastal,Appliances,TV,Rainy,5,109,401,222,396,2,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Rainy,520237.08,520237.08
3180,"Miami, FL",Coastal,Electronics,Fridge,Sunny,10,145,468,141,458,10,False,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Long Lead Time + Coastal Risk,512460.78,0.0
3038,"Miami, FL",Coastal,Appliances,Tablet,Stormy,6,68,453,113,447,4,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Stormy,509369.91,509369.91
859,"Los Angeles, CA",Coastal,Electronics,Fridge,Rainy,45,61,317,306,272,9,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Rainy,495184.16,495184.16
4929,"New York, NY",Coastal,Appliances,Tablet,Rainy,24,64,444,377,420,9,True,True,False,URGENT AIR FREIGHT | EXPEDITE + WEATHER BUFFER,CRITICAL,190,Critical Inventory Level | Long Lead Time + Coastal Risk | Weather: Rainy,494919.60000000003,494919.60000000003
2563,"Los Angeles, CA",Coastal,Appliances,Smartphone,Stormy,53,117,306,100,253,5,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Stormy,493757.32999999996,493757.32999999996
1163,"Los Angeles, CA",Coastal,Electronics,Laptop,Rainy,20,60,373,335,353,7,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Rainy,493391.63,493391.63
1636,"Miami, FL",Coastal,Electronics,Tablet,Rainy,82,97,486,330,404,8,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Rainy,492710.31999999995,492710.31999999995
4571,"Los Angeles, CA",Coastal,Electronics,Smartphone,Stormy,0,148,347,496,347,7,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Stormy,484248.91,484248.91
2411,"Los Angeles, CA",Coastal,Electronics,Washing Machine,Stormy,127,131,456,140,329,1,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,483952.42,483952.42
2089,"Los Angeles, CA",Coastal,Electronics,TV,Stormy,87,59,398,364,311,7,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,477108.20999999996,477108.20999999996
1809,"Los Angeles, CA",Coastal,Electronics,Tablet,Stormy,224,144,469,418,245,5,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,476096.25,476096.25
4972,"New York, NY",Coastal,Electronics,TV,Rainy,71,134,482,493,411,3,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,474059.73000000004,474059.73000000004
692,"Miami, FL",Coastal,Appliances,TV,Stormy,211,92,477,337,266,5,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,466494.84,466494.84
4663,"New York, NY",Coastal,Electronics,TV,Stormy,59,131,457,381,398,7,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Stormy,465277.92,465277.92
4559,"Los Angeles, CA",Coastal,Electronics,Smartphone,Rainy,13,104,314,497,301,10,True,True,False,URGENT AIR FREIGHT | EXPEDITE + WEATHER BUFFER,CRITICAL,190,Critical Inventory Level | Long Lead Time + Coastal Risk | Weather: Rainy,463780.8,463780.8
3076,"Miami, FL",Coastal,Appliances,Fridge,Rainy,61,64,386,412,325,10,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Rainy,457671.5,457671.5
1465,"Miami, FL",Coastal,Electronics,TV,Stormy,158,96,469,221,311,9,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Stormy,456009.97,456009.97
1289,"Chicago, IL",Inland,Appliances,Laptop,Rainy,18,58,418,306,400,8,True,True,False,URGENT AIR FREIGHT | INCREASE SAFETY STOCK,CRITICAL,160,Critical Inventory Level | Lead Time Gap | Weather: Rainy,451743.99999999994,451743.99999999994
1906,"Los Angeles, CA",Coastal,Appliances,Headphones,Rainy,210,62,472,359,262,5,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,451436.48,451436.48
78,"Miami, FL",Coastal,Appliances,Camera,Rainy,182,74,506,268,324,1,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,447473.16,447473.16
3463,"Los Angeles, CA",Coastal,Appliances,Laptop,Stormy,180,138,414,127,234,6,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,443053.26,443053.26
555,"Miami, FL",Coastal,Electronics,TV,Stormy,120,138,375,422,255,1,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,442817.7,442817.7
346,"Los Angeles, CA",Coastal,Electronics,Laptop,Rainy,158,55,415,214,257,3,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,441752.16000000003,441752.16000000003
4167,"Miami, FL",Coastal,Appliances,Camera,Rainy,188,112,483,325,295,3,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,438364.1,438364.1
559,"Los Angeles, CA",Coastal,Appliances,Tablet,Rainy,68,74,357,487,289,10,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Rainy,436520.05,436520.05
3406,"Los Angeles, CA",Coastal,Electronics,Camera,Rainy,88,119,433,145,345,6,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,435338.24999999994,435338.24999999994
2908,"Los Angeles, CA",Coastal,Electronics,Fridge,Stormy,51,60,320,176,269,9,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Stormy,431040.22000000003,431040.22000000003
601,"Los Angeles, CA",Coastal,Electronics,Smartphone,Stormy,6,115,284,198,278,9,True,True,False,URGENT AIR FREIGHT | EXPEDITE + WEATHER BUFFER,CRITICAL,190,Critical Inventory Level | Long Lead Time + Coastal Risk | Weather: Stormy,429699.04000000004,429699.04000000004
2255,"Los Angeles, CA",Coastal,Electronics,Washing Machine,Stormy,14,70,275,193,261,8,True,True,False,URGENT AIR FREIGHT | EXPEDITE + WEATHER BUFFER,CRITICAL,190,Critical Inventory Level | Long Lead Time + Coastal Risk | Weather: Stormy,429472.89,429472.89
3085,"Miami, FL",Coastal,Appliances,Headphones,Rainy,4,106,256,244,252,6,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Rainy,423662.4,423662.4
714,"Dallas, TX",Inland,Electronics,Camera,Stormy,40,107,466,148,426,9,True,True,False,URGENT AIR FREIGHT | INCREASE SAFETY STOCK,CRITICAL,160,Critical Inventory Level | Lead Time Gap | Weather: Stormy,419840.04,419840.04
2960,"Dallas, TX",Inland,Appliances,Washing Machine,Rainy,10,69,332,112,322,9,False,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Lead Time Gap | Weather: Rainy,419578.88,0.0
696,"New York, NY",Coastal,Appliances,Tablet,Rainy,34,104,301,283,267,6,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Rainy,418405.01999999996,418405.01999999996
1990,"Miami, FL",Coastal,Appliances,Laptop,Rainy,68,106,294,249,226,3,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,411498.54,411498.54
3284,"Miami, FL",Coastal,Appliances,Fridge,Rainy,9,98,239,410,230,7,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Rainy,411364.2,411364.2
1211,"Los Angeles, CA",Coastal,Electronics,Camera,Rainy,162,114,381,298,219,4,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,400010.07,400010.07
809,"New York, NY",Coastal,Appliances,Fridge,Rainy,232,131,503,332,271,7,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,397210.12,397210.12
673,"New York, NY",Coastal,Appliances,Tablet,Stormy,6,150,265,175,259,6,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Stormy,393022.14,393022.14
1743,"Dallas, TX",Inland,Electronics,Washing Machine,Cloudy,1,140,203,197,202,10,True,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Lead Time Gap,391865.86,391865.86
4424,"Miami, FL",Coastal,Appliances,Washing Machine,Stormy,42,101,454,344,412,8,False,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Long Lead Time + Coastal Risk | Weather: Stormy,390258.76,0.0
4843,"Miami, FL",Coastal,Electronics,TV,Rainy,34,65,299,389,265,4,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,387151.75,387151.75
4232,"Chicago, IL",Inland,Appliances,Washing Machine,Rainy,36,149,341,189,305,9,True,True,False,URGENT AIR FREIGHT | INCREASE SAFETY STOCK,CRITICAL,160,Critical Inventory Level | Lead Time Gap | Weather: Rainy,386404.5,386404.5
4437,"Dallas, TX",Inland,Appliances,Tablet,Cloudy,32,75,349,329,317,9,True,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Lead Time Gap,385123.30000000005,385123.30000000005
2695,"Los Angeles, CA",Coastal,Appliances,Washing Machine,Stormy,130,137,441,488,311,9,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Stormy,381621.88,381621.88
3998,"Los Angeles, CA",Coastal,Electronics,Headphones,Sunny,21,133,278,363,257,8,False,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Long Lead Time + Coastal Risk,378026.44,0.0
3404,"Miami, FL",Coastal,Electronics,TV,Stormy,38,111,246,330,208,6,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Stormy,376827.36,376827.36
3007,"New York, NY",Coastal,Appliances,Smartphone,Stormy,119,52,330,469,211,2,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,374991.31,374991.31
2706,"Dallas, TX",Inland,Electronics,Camera,Cloudy,30,95,299,445,269,9,True,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Lead Time Gap,374673.95999999996,374673.95999999996
1084,"Miami, FL",Coastal,Appliances,Camera,Rainy,103,87,390,368,287,6,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,372290.66000000003,372290.66000000003
2748,"Los Angeles, CA",Coastal,Appliances,TV,Stormy,78,114,444,377,366,3,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,370919.04000000004,370919.04000000004
1302,"Miami, FL",Coastal,Electronics,TV,Rainy,36,106,369,296,333,4,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Rainy,369600.03,369600.03
1146,"Chicago, IL",Inland,Electronics,TV,Rainy,26,71,356,366,330,8,True,True,False,URGENT AIR FREIGHT | INCREASE SAFETY STOCK,CRITICAL,160,Critical Inventory Level | Lead Time Gap | Weather: Rainy,368095.2,368095.2
2323,"Miami, FL",Coastal,Appliances,Smartphone,Stormy,69,66,414,220,345,3,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,367780.35,367780.35
3441,"Miami, FL",Coastal,Electronics,Washing Machine,Stormy,49,74,437,140,388,6,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,359850.60000000003,359850.60000000003
3711,"Miami, FL",Coastal,Appliances,Laptop,Stormy,239,137,447,359,208,9,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Stormy,358606.56,358606.56
20,"Miami, FL",Coastal,Appliances,TV,Rainy,144,106,451,362,307,1,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,354885.86,354885.86
708,"Los Angeles, CA",Coastal,Appliances,Smartphone,Rainy,48,141,449,482,401,6,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Rainy,354155.18,354155.18
430,"Miami, FL",Coastal,Appliances,Smartphone,Cloudy,56,114,371,328,315,8,True,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Long Lead Time + Coastal Risk,352670.85,352670.85
1117,"New York, NY",Coastal,Electronics,Fridge,Rainy,63,126,411,345,348,8,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Rainy,352530.96,352530.96
976,"Miami, FL",Coastal,Appliances,Smartphone,Stormy,7,101,252,477,245,2,True,True,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Critical Inventory Level | Weather: Stormy,349889.39999999997,349889.39999999997
2955,"New York, NY",Coastal,Appliances,Washing Machine,Rainy,22,91,249,377,227,8,True,True,False,URGENT AIR FREIGHT | EXPEDITE + WEATHER BUFFER,CRITICAL,190,Critical Inventory Level | Long Lead Time + Coastal Risk | Weather: Rainy,349866.02,349866.02
3273,"Los Angeles, CA",Coastal,Appliances,Smartphone,Rainy,56,94,381,166,325,5,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,349102.0,349102.0
62,"New York, NY",Coastal,Electronics,Camera,Stormy,211,130,427,177,216,8,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Stormy,348302.16,348302.16
476,"Miami, FL",Coastal,Appliances,Fridge,Stormy,95,148,280,444,185,3,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,347474.4,347474.4
3068,"New York, NY",Coastal,Appliances,TV,Stormy,182,68,495,162,313,4,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,347201.51,347201.51
4460,"Miami, FL",Coastal,Appliances,Camera,Rainy,66,127,353,284,287,6,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,346977.26,346977.26
3731,"New York, NY",Coastal,Electronics,Laptop,Rainy,96,112,491,481,395,8,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Rainy,345423.55,345423.55
2242,"Miami, FL",Coastal,Appliances,Fridge,Sunny,29,106,390,227,361,10,True,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Long Lead Time + Coastal Risk,338849.04,338849.04
4782,"Miami, FL",Coastal,Electronics,Laptop,Stormy,140,150,503,113,363,4,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,337524.66000000003,337524.66000000003
2335,"Miami, FL",Coastal,Electronics,Laptop,Stormy,134,146,437,371,303,2,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,336426.95999999996,336426.95999999996
2641,"Los Angeles, CA",Coastal,Appliances,Laptop,Stormy,84,53,378,342,294,7,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,335227.62,335227.62
3344,"Chicago, IL",Inland,Appliances,Headphones,Stormy,49,141,423,343,374,9,False,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Lead Time Gap | Weather: Stormy,334329.82,0.0
4314,"Los Angeles, CA",Coastal,Electronics,Headphones,Rainy,55,116,359,436,304,10,True,True,False,URGENT AIR FREIGHT | EXPEDITE + WEATHER BUFFER,CRITICAL,190,Critical Inventory Level | Long Lead Time + Coastal Risk | Weather: Rainy,333557.92,333557.92
4453,"New York, NY",Coastal,Appliances,Headphones,Rainy,80,111,247,369,167,9,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Rainy,333418.84,333418.84
200,"New York, NY",Coastal,Electronics,Tablet,Rainy,290,69,478,113,188,8,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Rainy,333120.96,333120.96
342,"Miami, FL",Coastal,Electronics,Headphones,Rainy,14,135,375,355,361,10,False,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Long Lead Time + Coastal Risk | Weather: Rainy,332300.5,0.0
3798,"Miami, FL",Coastal,Appliances,Camera,Stormy,258,108,494,407,236,4,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,331070.24,331070.24
4263,"New York, NY",Coastal,Electronics,Washing Machine,Stormy,114,69,382,279,268,5,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,330795.07999999996,330795.07999999996
2372,"Los Angeles, CA",Coastal,Electronics,Headphones,Rainy,70,133,309,164,239,3,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,329275.08,329275.08
4024,"New York, NY",Coastal,Electronics,Tablet,Rainy,139,89,324,446,185,8,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Long Lead Time + Coastal Risk | Weather: Rainy,328532.25,328532.25
3134,"Miami, FL",Coastal,Electronics,Headphones,Rainy,196,50,379,418,183,3,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Rainy,327330.27,327330.27
1534,"Miami, FL",Coastal,Appliances,Tablet,Stormy,211,126,421,308,210,7,True,False,False,EXPEDITE + WEATHER BUFFER,CRITICAL,90,Weather: Stormy,327087.6,327087.6
1118,"Dallas, TX",Inland,Appliances,Fridge,Stormy,29,97,299,257,270,8,False,True,False,URGENT AIR FREIGHT,CRITICAL,100,Critical Inventory Level | Lead Time Gap | Weather: Stormy,325393.2,0.0
